   8.1923491000    0.0818000000    0.7317114200
   8.1910752000    0.0778000000    0.7319381500
   8.2017699000    0.0728000000    0.7444181500
   8.1947540000    0.0598333330    0.7513086400
   8.2182479000    0.0422000000    0.7550880500
   8.2215058000    0.0486666670    0.7584732900
   8.2258243000    0.0555333330    0.7720879900
   8.2291377000    0.0476000000    0.7757256000
   8.2477439000    0.0379666670    0.7769706600
   8.2676800000    0.0438333330    0.7895475200
   8.2774883000    0.0474666670    0.8037314100
   8.2948743000    0.0507333330    0.8159771500
   8.3171556000    0.0395666670    0.8291989000
   8.3225156000    0.0697333330    0.8317180000
   8.3244576000    0.0914000000    0.8307049000
   8.3301887000    0.0924666670    0.8261410800
   8.3258390000    0.0844000000    0.8295907500
   8.3296098000    0.0972333330    0.8331966800
   8.3194737000    0.1165666700    0.8204784200
   8.3151749000    0.0987333330    0.8105554200
   8.2983653000    0.0776000000    0.8032297600
   8.3081251000    0.0605666670    0.8024234600
   8.3238269000    0.0625000000    0.8002981200
   8.3376837000    0.0631666670    0.7961177100
   8.3565079000    0.0513000000    0.8000457600
   8.3623856000    0.0511000000    0.8114585700
   8.3668353000    0.0545333330    0.8095908300
   8.3771952000    0.0502000000    0.8093570900
   8.3911310000    0.0469000000    0.8116975700
   8.4062169000    0.0492000000    0.8177978400
   8.4199772000    0.0550666670    0.8230846300
   8.4183448000    0.0636666670    0.8222820800
   8.4259109000    0.0671000000    0.8327918000
   8.4542108000    0.0696333330    0.8378218300
   8.4625680000    0.0785000000    0.8378043100
   8.4748492000    0.0941000000    0.8354914600
   8.4771626000    0.1023000000    0.8319173500
   8.4790343000    0.0990333330    0.8259875900
   8.4857644000    0.1008333300    0.8257984700
   8.4889377000    0.1283000000    0.8288474300
   8.4931669000    0.1343333300    0.8306247500
   8.4675196000    0.1404666700    0.8103491000
   8.4669940000    0.0885000000    0.8178884100
   8.4827467000    0.1298666700    0.8144000800
   8.4956018000    0.1668000000    0.7965377100
   8.4898014000    0.1536333300    0.7947258600
   8.4969905000    0.1686333300    0.7918184500
   8.4854135000    0.1429666700    0.7870923900
   8.4686330000    0.1322000000    0.7901172400
   8.4751204000    0.1365666700    0.7929717800
   8.4709608000    0.1241333300    0.8023095600
   8.4738681000    0.0946666670    0.8186684600
   8.4792421000    0.0836333330    0.8345624900
   8.5009215000    0.0846333330    0.8532373400
   8.5168131000    0.0932000000    0.8667607400
   8.5333027000    0.0913333330    0.8836572300
   8.5499508000    0.0937666670    0.8947832600
   8.5611527000    0.1031333300    0.9071942000
   8.5671636000    0.1119000000    0.9093596800
   8.5735168000    0.1005333300    0.9149549600
   8.5804872000    0.0833666670    0.9204060500
   8.5879312000    0.0832666670    0.9333423700
   8.6010195000    0.0751000000    0.9534501500
   8.6068328000    0.0775666670    0.9674121100
   8.6179069000    0.0760333330    0.9736521900
   8.6170928000    0.0670000000    0.9959659400
   8.6225257000    0.0621000000    1.0173809000
   8.6265856000    0.0561666670    1.0363711000
   8.6316998000    0.0589666670    1.0496749000
   8.6417091000    0.0647000000    1.0636857000
   8.6493086000    0.0668666670    1.0694336000
   8.6634211000    0.0741000000    1.0803522000
   8.6704120000    0.0691333330    1.0870966000
   8.6790909000    0.0680666670    1.1003056000
   8.6845703000    0.0778000000    1.1068075000
   8.6965771000    0.0825333330    1.1102841000
   8.7053974000    0.0905333330    1.1035995000
   8.7114598000    0.0962000000    1.1044979000
   8.7174693000    0.0866000000    1.1064638000
   8.7196278000    0.0840666670    1.1097757000
   8.7294133000    0.0805000000    1.1100622000
   8.7320787000    0.0816000000    1.1243880000
   8.7272596000    0.0787000000    1.1397464000
   8.7196768000    0.0783333330    1.1533666000
   8.7123816000    0.0697333330    1.1668467000
   8.7143705000    0.0597000000    1.1792511000
   8.7163063000    0.0579000000    1.1899434000
   8.7193664000    0.0514666670    1.2027768000
   8.7310296000    0.0413000000    1.2149204000
   8.7362163000    0.0395666670    1.2330178000
   8.7435635000    0.0346666670    1.2562993000
   8.7539240000    0.0326666670    1.2800881000
   8.7565250000    0.0321333330    1.2930066000
   8.7604687000    0.0306000000    1.3143022000
   8.7670799000    0.0312666670    1.3364869000
   8.7789265000    0.0318333330    1.3547644000
   8.7870371000    0.0324333330    1.3719875000
   8.7974276000    0.0404666670    1.3851222000
   8.8021315000    0.0461333330    1.3962957000
   8.8116373000    0.0535666670    1.4030894000
   8.8161119000    0.0611666670    1.4083836000
   8.8185710000    0.0598333330    1.4177737000
   8.8250896000    0.0571333330    1.4163120000
   8.8337251000    0.0567000000    1.4167983000
   8.8402038000    0.0530000000    1.4132052000
   8.8558630000    0.0526000000    1.4150437000
   8.8593777000    0.0538333330    1.4209676000
   8.8714211000    0.0533333330    1.4275593000
   8.8837650000    0.0532666670    1.4368882000
   8.8947800000    0.0556000000    1.4405309000
   8.9059054000    0.0555000000    1.4517468000
   8.9100000000    0.0559000000    1.4672324000
